booking_id,booking_date,status,channel,total_price,base_fare,taxes_fees,ancillary_revenue,customer_id,full_name,gender,customer_city,flight_id,flight_date,season,origin_city,destination_city,route_type
3718,2025-09-17,Cancelled,Web,152.03,109.78,28.66,13.59,41,Ava Jones,Male,Newcastle,409,2025-01-13,Winter,London,Glasgow,Domestic
3719,2025-10-28,Completed,Web,215.74,204.11,10.66,0.97,68,Leo Williams,Other,Glasgow,551,2025-06-04,Summer,Birmingham,Newquay,Domestic
3720,2025-06-16,Completed,App,190.83,151.36,16.88,22.59,120,James Wilson,Other,Newquay,379,2026-01-14,Winter,Edinburgh,Manchester,Domestic
3721,2025-12-31,Completed,Web,212.53,173.98,23.99,14.56,1,Chloe Patel,Male,Newcastle,744,2025-12-14,Winter,London,Glasgow,Domestic
3722,2025-09-17,Completed,Web,171.72,108.98,32.26,30.48,119,Alex King,Female,Jersey,719,2025-11-19,Autumn,London,Newcastle,Domestic
3723,2025-07-16,Completed,App,225.76,177.24,21.39,27.13,103,Ava Johnson,Other,Manchester,77,2025-03-18,Spring,London,Bristol,Domestic
3724,2025-08-03,Completed,Web,148.61,121.59,15.57,11.45,106,Liam Hall,Male,Glasgow,443,2025-02-16,Winter,Glasgow,Inverness,Domestic
3725,2025-04-15,Completed,Web,112.93,85.34,12.55,15.04,39,James Thompson,Other,Belfast,407,2025-01-11,Winter,London,Glasgow,Domestic
3726,2025-07-19,Completed,Web,229.20,205.82,20.52,2.86,21,Chloe Davies,Other,Aberdeen,747,2025-12-17,Winter,London,Glasgow,Domestic
3727,2025-09-22,Completed,App,169.12,123.37,27.97,17.78,61,James Johnson,Female,Aberdeen,290,2025-10-17,Autumn,Edinburgh,Manchester,Domestic
3728,2025-10-12,Completed,Web,213.28,168.99,32.44,11.85,25,Lily Brown,Female,Jersey,625,2025-08-17,Summer,Manchester,Newquay,Domestic
3729,2025-06-16,Completed,Web,181.43,147.06,25.70,8.67,79,Grace Cooper,Female,Jersey,31,2025-01-31,Winter,Edinburgh,Manchester,Domestic
3730,2025-11-24,Completed,Web,189.29,117.58,32.97,38.74,82,Ethan Davies,Other,Jersey,644,2025-09-05,Autumn,Birmingham,Leeds,Domestic
3731,2025-08-21,Completed,Web,228.62,176.81,19.57,32.24,12,Harry Scott,Female,Newcastle,496,2025-04-10,Spring,Bristol,Edinburgh,Domestic
3732,2025-01-14,Completed,Web,151.54,116.44,27.55,7.55,72,Liam Williams,Other,Belfast,96,2025-04-06,Spring,London,Bristol,Domestic
3733,2025-11-23,Completed,Web,113.22,82.63,10.32,20.27,76,Alex Adams,Female,Jersey,493,2025-04-07,Spring,London,Manchester,Domestic
3734,2025-08-07,Completed,App,165.89,131.92,28.49,5.48,100,Liam Smith,Female,Jersey,8,2025-01-08,Winter,Belfast,Glasgow,Domestic
3735,2025-03-22,Completed,Web,140.53,71.51,28.71,40.31,96,Olivia Taylor,Male,Bristol,738,2025-12-08,Winter,Edinburgh,Aberdeen,Domestic
3736,2025-04-12,Completed,App,240.70,197.47,33.25,9.98,40,Jacob King,Female,Newquay,788,2026-01-27,Winter,Glasgow,Inverness,Domestic
3737,2025-11-12,Completed,Web,126.98,97.04,23.10,6.84,4,Riley Wilson,Male,Birmingham,269,2025-09-26,Autumn,London,Birmingham,Domestic
3738,2025-06-12,Completed,Web,196.38,172.76,22.45,1.17,81,James Wilson,Other,Manchester,210,2025-07-29,Summer,Birmingham,Newquay,Domestic
3739,2025-02-09,Completed,App,154.35,98.42,20.03,35.90,59,Sophia Thompson,Male,Aberdeen,406,2025-01-10,Winter,Belfast,Glasgow,Domestic
3740,2026-01-22,Completed,Web,234.36,180.07,13.68,40.61,80,Jordan Baker,Female,Leeds,678,2025-10-09,Autumn,London,Newcastle,Domestic
3741,2025-03-13,Completed,Web,206.75,178.13,13.87,14.75,111,Ella Jones,Male,Glasgow,141,2025-05-21,Spring,Leeds,Bristol,Domestic
3742,2025-11-29,Completed,Web,123.30,91.82,27.17,4.31,71,Jordan Wilson,Other,Inverness,764,2026-01-03,Winter,London,Manchester,Domestic
3743,2026-01-16,Completed,Web,203.39,153.74,13.60,36.05,67,Theo Patel,Other,Leeds,405,2025-01-09,Winter,Belfast,Glasgow,Domestic
3744,2025-03-29,Completed,Web,138.62,115.28,20.46,2.88,75,Sophia Patel,Female,London,470,2025-03-15,Spring,Birmingham,Leeds,Domestic
3745,2025-12-26,Completed,Web,162.25,101.89,19.67,40.69,46,James Davies,Female,Newquay,219,2025-08-07,Summer,Birmingham,Newquay,Domestic
3746,2025-01-12,Completed,Web,195.38,161.30,30.06,4.02,32,Oliver White,Male,Glasgow,210,2025-07-29,Summer,Birmingham,Newquay,Domestic
3747,2025-08-15,Completed,Web,189.70,137.61,33.56,18.53,27,Theo Davies,Female,Edinburgh,429,2025-02-02,Winter,London,Edinburgh,Domestic
3748,2025-09-16,Completed,Web,115.54,87.17,16.38,11.99,103,Ava Johnson,Other,Manchester,203,2025-07-22,Summer,Manchester,Newquay,Domestic
3749,2025-06-05,Completed,Web,236.09,181.91,31.09,23.09,86,Casey Hall,Other,Birmingham,40,2025-02-09,Winter,London,Glasgow,Domestic
3750,2025-07-23,Completed,Web,205.33,168.70,12.34,24.29,12,Harry Scott,Female,Newcastle,29,2025-01-29,Winter,Bristol,Edinburgh,Domestic
3751,2025-04-18,Completed,App,144.41,114.77,17.96,11.68,78,Emily Jones,Female,Aberdeen,474,2025-03-19,Spring,London,Birmingham,Domestic
3752,2026-01-25,Completed,Web,192.44,162.20,10.06,20.18,51,Noah Green,Female,Newcastle,32,2025-02-01,Winter,Edinburgh,Manchester,Domestic
3753,2025-11-08,Completed,Web,205.16,162.45,23.28,19.43,83,Sophia King,Other,Newquay,752,2025-12-22,Winter,London,Edinburgh,Domestic
3754,2026-01-02,Completed,Web,213.56,186.48,24.78,2.30,69,Chris Adams,Female,London,302,2025-10-29,Autumn,London,Manchester,Domestic
3755,2025-04-27,Completed,Web,207.40,152.68,34.65,20.07,110,Olivia Wright,Other,Belfast,632,2025-08-24,Summer,Manchester,Jersey,Domestic
3756,2025-08-27,Completed,Web,217.11,175.98,29.45,11.68,61,James Johnson,Female,Aberdeen,154,2025-06-03,Summer,London,Newquay,Domestic
3757,2025-09-25,Completed,Web,215.38,148.73,23.45,43.20,60,Theo Green,Male,Leeds,150,2025-05-30,Spring,Newcastle,Bristol,Domestic
3758,2025-11-04,Completed,App,159.86,108.38,15.77,35.71,67,Theo Patel,Other,Leeds,68,2025-03-09,Spring,Leeds,Bristol,Domestic
3759,2025-02-08,Completed,Web,157.66,103.65,20.65,33.36,70,Theo Jones,Female,Aberdeen,490,2025-04-04,Spring,Birmingham,Leeds,Domestic
3760,2025-10-10,Completed,App,108.29,78.56,29.60,0.13,74,Mia Walker,Female,Jersey,740,2025-12-10,Winter,Edinburgh,Aberdeen,Domestic
3761,2025-06-22,Completed,App,267.98,206.86,34.25,26.87,41,Ava Jones,Male,Newcastle,132,2025-05-12,Spring,Edinburgh,Manchester,Domestic
3762,2025-09-13,Cancelled,Web,231.10,180.74,27.07,23.29,104,Harry Adams,Female,Bristol,737,2025-12-07,Winter,London,Edinburgh,Domestic
3763,2025-10-27,Completed,App,196.81,169.62,11.28,15.91,68,Leo Williams,Other,Glasgow,731,2025-12-01,Winter,London,Manchester,Domestic
3764,2025-02-07,Completed,Web,204.51,144.63,26.17,33.71,119,Alex King,Female,Jersey,633,2025-08-25,Summer,Birmingham,Newquay,Domestic
3765,2025-12-21,Completed,App,153.08,89.65,33.40,30.03,76,Alex Adams,Female,Jersey,748,2025-12-18,Winter,London,Edinburgh,Domestic
3766,2026-01-06,Completed,App,166.12,131.00,27.17,7.95,65,Morgan Wright,Male,Jersey,425,2025-01-29,Winter,Edinburgh,Manchester,Domestic
3767,2025-10-12,Completed,Web,200.52,147.42,19.65,33.45,15,Ava White,Male,Inverness,600,2025-07-23,Summer,Manchester,Newquay,Domestic
3768,2025-11-10,Cancelled,App,231.18,178.49,17.21,35.48,56,Jacob Patel,Male,Belfast,692,2025-10-23,Autumn,Edinburgh,Manchester,Domestic
3769,2026-01-03,Completed,Web,239.31,200.23,11.89,27.19,81,James Wilson,Other,Manchester,419,2025-01-23,Winter,London,Glasgow,Domestic
3770,2025-12-24,Completed,Web,220.79,160.42,16.90,43.47,80,Jordan Baker,Female,Leeds,167,2025-06-16,Summer,London,Newquay,Domestic
3771,2025-05-14,Completed,Web,123.12,76.95,23.74,22.43,102,Leo Baker,Other,Inverness,604,2025-07-27,Summer,London,Newquay,Domestic
3772,2025-11-26,Completed,App,152.78,85.27,27.36,40.15,1,Chloe Patel,Male,Newcastle,614,2025-08-06,Summer,Manchester,Newquay,Domestic
3773,2025-07-25,Completed,App,218.51,172.01,22.38,24.12,72,Liam Williams,Other,Belfast,130,2025-05-10,Spring,London,Manchester,Domestic
3774,2025-11-01,Completed,Agent,125.84,99.07,26.10,0.67,70,Theo Jones,Female,Aberdeen,626,2025-08-18,Summer,Manchester,Jersey,Domestic
3775,2025-04-17,Completed,App,268.06,207.88,23.63,36.55,12,Harry Scott,Female,Newcastle,191,2025-07-10,Summer,Birmingham,Newquay,Domestic
3776,2025-01-11,Completed,Web,235.17,173.37,24.69,37.11,97,Morgan Taylor,Male,Glasgow,325,2025-11-21,Autumn,London,Birmingham,Domestic
3777,2025-02-20,Completed,Web,124.19,84.08,24.54,15.57,68,Leo Williams,Other,Glasgow,380,2026-01-15,Winter,London,Glasgow,Domestic
3778,2026-01-12,Completed,App,164.27,112.88,25.04,26.35,119,Alex King,Female,Jersey,210,2025-07-29,Summer,Birmingham,Newquay,Domestic
3779,2025-04-29,Completed,Web,238.63,176.21,17.72,44.70,59,Sophia Thompson,Male,Aberdeen,749,2025-12-19,Winter,London,Edinburgh,Domestic
3780,2025-01-24,Completed,App,191.97,157.13,19.51,15.33,1,Chloe Patel,Male,Newcastle,440,2025-02-13,Winter,Glasgow,Inverness,Domestic
3781,2025-12-02,Completed,Web,116.25,71.97,30.78,13.50,57,Harry Green,Other,Newquay,254,2025-09-11,Autumn,London,Birmingham,Domestic
3782,2025-11-02,Completed,Agent,172.85,157.05,12.14,3.66,20,Leo Cooper,Other,Newquay,684,2025-10-15,Autumn,Newcastle,Bristol,Domestic
3783,2025-02-28,Completed,App,113.47,72.31,27.83,13.33,32,Oliver White,Male,Glasgow,677,2025-10-08,Autumn,London,Birmingham,Domestic
3784,2025-10-29,Completed,Web,122.80,74.19,24.39,24.22,47,Liam Wilson,Male,Glasgow,545,2025-05-29,Spring,Edinburgh,Manchester,Domestic
3785,2026-01-01,Completed,Web,254.30,175.95,33.99,44.36,114,Theo Hall,Male,Leeds,714,2025-11-14,Autumn,Newcastle,Bristol,Domestic
3786,2025-06-01,Completed,Web,191.95,141.33,27.19,23.43,113,Chloe White,Other,Inverness,624,2025-08-16,Summer,Manchester,Newquay,Domestic
3787,2025-04-02,Completed,Web,194.32,147.96,30.10,16.26,25,Lily Brown,Female,Jersey,488,2025-04-02,Spring,Birmingham,Leeds,Domestic
3788,2025-02-23,Completed,App,148.19,102.17,34.09,11.93,4,Riley Wilson,Male,Birmingham,722,2025-11-22,Autumn,London,Glasgow,Domestic
3789,2025-05-22,Completed,Web,241.23,180.69,32.48,28.06,86,Casey Hall,Other,Birmingham,760,2025-12-30,Winter,Belfast,Glasgow,Domestic
3790,2025-02-21,Completed,Web,244.41,187.54,32.43,24.44,72,Liam Williams,Other,Belfast,236,2025-08-24,Summer,London,Newquay,Domestic
3791,2025-08-09,Completed,Web,155.87,127.94,20.88,7.05,34,Emily Cooper,Male,Jersey,602,2025-07-25,Summer,Birmingham,Newquay,Domestic
3792,2025-10-03,Completed,Web,196.59,174.18,14.83,7.58,109,Ava Jones,Female,Newquay,113,2025-04-23,Spring,London,Manchester,Domestic
3793,2025-08-19,Completed,Web,219.13,195.53,23.27,0.33,99,Jordan Green,Female,Newcastle,682,2025-10-13,Autumn,London,Glasgow,Domestic
3794,2025-06-25,Completed,Web,180.20,158.67,16.40,5.13,26,Alex Baker,Female,London,96,2025-04-06,Spring,London,Bristol,Domestic
3795,2025-01-08,Completed,App,140.68,77.80,19.95,42.93,40,Jacob King,Female,Newquay,341,2025-12-07,Winter,Edinburgh,Manchester,Domestic
3796,2025-11-23,Completed,Web,169.27,104.90,34.70,29.67,41,Ava Jones,Male,Newcastle,751,2025-12-21,Winter,Glasgow,Inverness,Domestic
3797,2025-08-01,Completed,Web,174.77,126.54,15.99,32.24,25,Lily Brown,Female,Jersey,575,2025-06-28,Summer,London,Newquay,Domestic
3798,2025-09-19,Completed,Web,127.98,77.10,11.29,39.59,83,Sophia King,Other,Newquay,221,2025-08-09,Summer,London,Newquay,Domestic
3799,2025-09-04,Completed,Web,125.61,79.37,12.35,33.89,29,Ella Cooper,Male,Inverness,19,2025-01-19,Winter,London,Birmingham,Domestic
3800,2025-01-24,Completed,Web,240.16,194.31,19.67,26.18,67,Theo Patel,Other,Leeds,91,2025-04-01,Spring,London,Manchester,Domestic
3801,2025-10-07,Completed,Web,131.32,102.42,15.78,13.12,46,James Davies,Female,Newquay,768,2026-01-07,Winter,Edinburgh,Manchester,Domestic
3802,2025-07-19,Completed,App,123.03,85.36,17.83,19.84,61,James Johnson,Female,Aberdeen,72,2025-03-13,Spring,London,Manchester,Domestic
3803,2025-07-28,Completed,App,138.11,103.11,19.37,15.63,8,Ethan Davies,Female,Birmingham,412,2025-01-16,Winter,London,Glasgow,Domestic
3804,2026-01-15,Completed,App,151.64,120.65,12.55,18.44,5,Chris Taylor,Male,Jersey,723,2025-11-23,Autumn,London,Birmingham,Domestic
3805,2025-01-19,Completed,Web,203.11,166.15,29.87,7.09,40,Jacob King,Female,Newquay,202,2025-07-21,Summer,London,Newquay,Domestic
3806,2025-05-05,Completed,App,239.03,174.95,28.96,35.12,112,Isla Walker,Other,Newcastle,415,2025-01-19,Winter,Glasgow,Inverness,Domestic
3807,2026-01-25,Completed,Web,181.31,133.45,16.66,31.20,37,Jamie Wright,Male,London,148,2025-05-28,Spring,Leeds,Bristol,Domestic
3808,2025-08-16,Completed,Web,190.26,154.05,17.68,18.53,69,Chris Adams,Female,London,704,2025-11-04,Autumn,Newcastle,Bristol,Domestic
3809,2025-08-06,Cancelled,Web,193.15,143.18,24.79,25.18,88,Ava Taylor,Male,Glasgow,82,2025-03-23,Spring,London,Bristol,Domestic
3810,2025-08-24,Completed,Web,165.65,106.74,20.91,38.00,55,Cameron Wilson,Other,Birmingham,736,2025-12-06,Winter,Belfast,Glasgow,Domestic
3811,2025-12-07,Cancelled,Web,225.12,201.64,17.79,5.69,111,Ella Jones,Male,Glasgow,113,2025-04-23,Spring,London,Manchester,Domestic
3812,2025-11-01,Completed,Web,185.60,159.84,23.89,1.87,6,Taylor Baker,Male,Birmingham,342,2025-12-08,Winter,Bristol,Edinburgh,Domestic
3813,2025-06-14,Completed,App,189.97,152.00,31.45,6.52,31,Morgan Baker,Female,Bristol,676,2025-10-07,Autumn,London,Manchester,Domestic
3814,2025-09-19,Completed,App,165.29,117.56,12.98,34.75,67,Theo Patel,Other,Leeds,644,2025-09-05,Autumn,Birmingham,Leeds,Domestic
3815,2025-09-27,Completed,Agent,211.49,184.62,21.40,5.47,88,Ava Taylor,Male,Glasgow,259,2025-09-16,Autumn,London,Manchester,Domestic
3816,2025-05-28,Completed,App,255.23,209.75,27.50,17.98,114,Theo Hall,Male,Leeds,666,2025-09-27,Autumn,Birmingham,Leeds,Domestic
3817,2025-12-18,Completed,Web,216.86,167.08,17.74,32.04,99,Jordan Green,Female,Newcastle,38,2025-02-07,Winter,Edinburgh,Manchester,Domestic
3818,2025-01-30,Completed,App,224.61,159.26,30.15,35.20,111,Ella Jones,Male,Glasgow,417,2025-01-21,Winter,Edinburgh,Aberdeen,Domestic
3819,2025-08-06,Completed,Web,198.70,166.77,17.96,13.97,36,Morgan Adams,Female,Bristol,356,2025-12-22,Winter,London,Birmingham,Domestic
3820,2025-07-16,Completed,Web,137.82,120.87,16.13,0.82,23,Oliver Davies,Female,Bristol,729,2025-11-29,Autumn,London,Newcastle,Domestic
3821,2026-01-12,Completed,Web,223.91,152.14,30.89,40.88,21,Chloe Davies,Other,Aberdeen,107,2025-04-17,Spring,London,Bristol,Domestic
3822,2025-10-20,Completed,Web,188.57,130.50,29.23,28.84,27,Theo Davies,Female,Edinburgh,450,2025-02-23,Winter,Glasgow,Inverness,Domestic
3823,2025-09-17,Completed,App,190.86,139.04,27.79,24.03,39,James Thompson,Other,Belfast,140,2025-05-20,Spring,Newcastle,Bristol,Domestic
3824,2025-07-29,Completed,Web,199.25,141.40,20.76,37.09,70,Theo Jones,Female,Aberdeen,80,2025-03-21,Spring,London,Bristol,Domestic
3825,2025-06-26,Completed,Web,172.56,120.97,26.78,24.81,16,Chris Adams,Other,Edinburgh,629,2025-08-21,Summer,London,Newquay,Domestic
3826,2025-12-07,Completed,App,182.21,132.20,14.38,35.63,23,Oliver Davies,Female,Bristol,126,2025-05-06,Spring,Leeds,Bristol,Domestic
3827,2025-09-06,Completed,App,98.34,71.56,23.15,3.63,15,Ava White,Male,Inverness,41,2025-02-10,Winter,Belfast,Glasgow,Domestic
3828,2025-01-19,Completed,Web,208.73,150.07,32.25,26.41,40,Jacob King,Female,Newquay,389,2026-01-24,Winter,London,Edinburgh,Domestic
3829,2025-10-12,Completed,Web,164.64,111.50,19.98,33.16,8,Ethan Davies,Female,Birmingham,77,2025-03-18,Spring,London,Bristol,Domestic
3830,2025-06-02,Completed,Web,139.37,94.30,26.73,18.34,22,Noah Taylor,Female,Bristol,538,2025-05-22,Spring,Leeds,Bristol,Domestic
3831,2025-11-11,Cancelled,Web,228.99,187.14,30.42,11.43,115,Jack White,Male,Manchester,477,2025-03-22,Spring,London,Bristol,Domestic
3832,2026-01-10,Completed,Web,216.48,178.03,22.49,15.96,116,Chloe Adams,Male,Inverness,468,2025-03-13,Spring,London,Birmingham,Domestic
3833,2025-08-12,Completed,Web,206.61,131.15,32.36,43.10,71,Jordan Wilson,Other,Inverness,684,2025-10-15,Autumn,Newcastle,Bristol,Domestic
3834,2025-09-06,Completed,Web,123.45,77.81,22.41,23.23,58,Isla Thompson,Other,Newcastle,744,2025-12-14,Winter,London,Glasgow,Domestic
3835,2025-10-25,Cancelled,Web,180.18,157.24,11.09,11.85,55,Cameron Wilson,Other,Birmingham,732,2025-12-02,Winter,Belfast,Glasgow,Domestic
3836,2026-01-01,Completed,App,123.89,88.54,26.70,8.65,86,Casey Hall,Other,Birmingham,780,2026-01-19,Winter,Edinburgh,Aberdeen,Domestic
3837,2025-10-07,Cancelled,Web,249.62,192.41,13.31,43.90,90,Sophia Green,Female,London,560,2025-06-13,Summer,Birmingham,Newquay,Domestic
3838,2025-10-26,Completed,Web,163.21,87.42,32.75,43.04,44,Sam Green,Female,Inverness,636,2025-08-28,Summer,London,Newquay,Domestic
3839,2025-11-03,Completed,Web,167.52,112.82,29.40,25.30,44,Sam Green,Female,Inverness,327,2025-11-23,Autumn,Birmingham,Leeds,Domestic
3840,2026-01-09,Completed,App,174.42,125.69,23.25,25.48,58,Isla Thompson,Other,Newcastle,278,2025-10-05,Autumn,Birmingham,Leeds,Domestic
3841,2025-11-07,Completed,App,151.78,95.37,17.43,38.98,92,Alex Brown,Male,Newquay,47,2025-02-16,Winter,London,Birmingham,Domestic
3842,2025-09-12,Completed,App,206.59,166.17,31.03,9.39,30,Casey Brown,Female,Jersey,276,2025-10-03,Autumn,London,Birmingham,Domestic
3843,2025-05-20,Completed,Agent,147.94,106.97,26.44,14.53,75,Sophia Patel,Female,London,29,2025-01-29,Winter,Bristol,Edinburgh,Domestic
3844,2025-01-06,Completed,Web,216.38,175.59,21.77,19.02,43,Ethan Cooper,Male,Leeds,630,2025-08-22,Summer,Manchester,Newquay,Domestic
3845,2025-09-09,Cancelled,App,223.22,198.94,21.41,2.87,71,Jordan Wilson,Other,Inverness,545,2025-05-29,Spring,Edinburgh,Manchester,Domestic
3846,2025-02-28,Completed,App,182.52,135.56,19.79,27.17,88,Ava Taylor,Male,Glasgow,397,2025-01-01,Winter,Edinburgh,Manchester,Domestic
3847,2025-12-10,Completed,Web,223.54,178.66,30.18,14.70,24,Ella Davies,Male,Jersey,341,2025-12-07,Winter,Edinburgh,Manchester,Domestic
3848,2026-01-04,Completed,Web,208.27,176.72,24.77,6.78,79,Grace Cooper,Female,Jersey,733,2025-12-03,Winter,Edinburgh,Manchester,Domestic
3849,2025-05-18,Cancelled,App,137.21,82.27,17.33,37.61,18,Cameron Thompson,Female,Glasgow,394,2026-01-29,Winter,London,Manchester,Domestic
3850,2025-09-17,Completed,Web,191.14,148.40,29.11,13.63,81,James Wilson,Other,Manchester,62,2025-03-03,Spring,Leeds,Bristol,Domestic
3851,2025-09-01,Completed,App,251.94,185.73,25.70,40.51,48,Morgan Adams,Other,Leeds,112,2025-04-22,Spring,London,Bristol,Domestic
3852,2025-12-21,Completed,Web,223.09,172.78,33.75,16.56,28,Ava Cooper,Other,Bristol,240,2025-08-28,Summer,Manchester,Newquay,Domestic
3853,2025-01-10,Completed,Web,165.93,92.04,32.73,41.16,110,Olivia Wright,Other,Belfast,733,2025-12-03,Winter,Edinburgh,Manchester,Domestic
3854,2025-04-21,Completed,Web,185.55,149.24,32.07,4.24,50,Lily King,Female,Glasgow,180,2025-06-29,Summer,Manchester,Newquay,Domestic
3855,2025-10-27,Completed,Web,229.52,180.86,34.62,14.04,37,Jamie Wright,Male,London,756,2025-12-26,Winter,Belfast,Glasgow,Domestic
3856,2025-12-31,Completed,Web,145.85,91.76,26.68,27.41,98,Taylor Smith,Female,Jersey,361,2025-12-27,Winter,London,Manchester,Domestic
3857,2025-11-05,Completed,Web,224.31,164.24,21.62,38.45,106,Liam Hall,Male,Glasgow,222,2025-08-10,Summer,London,Newquay,Domestic
3858,2025-03-02,Completed,App,160.07,125.08,25.77,9.22,99,Jordan Green,Female,Newcastle,591,2025-07-14,Summer,London,Jersey,Domestic
3859,2025-07-30,Completed,Agent,199.25,164.20,23.71,11.34,41,Ava Jones,Male,Newcastle,571,2025-06-24,Summer,Manchester,Jersey,Domestic
3860,2025-02-17,Completed,App,124.35,71.93,16.94,35.48,24,Ella Davies,Male,Jersey,391,2026-01-26,Winter,London,Edinburgh,Domestic
3861,2025-07-14,Completed,App,128.77,85.10,24.72,18.95,12,Harry Scott,Female,Newcastle,594,2025-07-17,Summer,London,Newquay,Domestic
3862,2025-02-04,Completed,App,198.69,165.39,20.19,13.11,35,Noah Adams,Female,Jersey,593,2025-07-16,Summer,London,Jersey,Domestic
3863,2025-11-04,Completed,App,133.59,98.11,10.13,25.35,22,Noah Taylor,Female,Bristol,212,2025-07-31,Summer,Birmingham,Newquay,Domestic
3864,2025-12-11,Completed,Web,172.04,113.82,13.40,44.82,52,Liam Adams,Female,Jersey,237,2025-08-25,Summer,Birmingham,Newquay,Domestic
3865,2025-12-02,Completed,App,233.91,190.79,17.02,26.10,90,Sophia Green,Female,London,462,2025-03-07,Spring,Birmingham,Leeds,Domestic
3866,2025-10-31,Completed,Web,257.11,196.33,26.22,34.56,75,Sophia Patel,Female,London,708,2025-11-08,Autumn,London,Birmingham,Domestic
3867,2025-12-16,Completed,Web,165.41,106.26,22.91,36.24,92,Alex Brown,Male,Newquay,216,2025-08-04,Summer,London,Newquay,Domestic
3868,2025-05-03,Completed,App,214.78,137.06,33.66,44.06,41,Ava Jones,Male,Newcastle,669,2025-09-30,Autumn,Belfast,Glasgow,Domestic
3869,2025-12-20,Completed,Web,184.81,152.58,20.89,11.34,19,Ella Walker,Female,London,469,2025-03-14,Spring,Newcastle,Bristol,Domestic
3870,2025-10-16,Completed,Web,143.56,102.55,24.77,16.24,78,Emily Jones,Female,Aberdeen,150,2025-05-30,Spring,Newcastle,Bristol,Domestic
3871,2026-01-07,Completed,Web,172.45,136.03,24.05,12.37,6,Taylor Baker,Male,Birmingham,444,2025-02-17,Winter,Belfast,Glasgow,Domestic
3872,2025-03-22,Completed,Web,137.13,97.34,27.94,11.85,106,Liam Hall,Male,Glasgow,580,2025-07-03,Summer,London,Jersey,Domestic
3873,2025-10-02,Completed,App,238.41,191.14,12.67,34.60,28,Ava Cooper,Other,Bristol,693,2025-10-24,Autumn,Edinburgh,Manchester,Domestic
3874,2025-01-04,Completed,App,157.30,137.80,12.30,7.20,72,Liam Williams,Other,Belfast,455,2025-02-28,Winter,London,Glasgow,Domestic
3875,2025-01-24,Completed,Web,165.35,120.47,11.19,33.69,82,Ethan Davies,Other,Jersey,143,2025-05-23,Spring,Edinburgh,Manchester,Domestic
3876,2025-06-07,Cancelled,Web,115.63,87.41,16.90,11.32,36,Morgan Adams,Female,Bristol,409,2025-01-13,Winter,London,Glasgow,Domestic
3877,2025-05-26,Completed,Agent,202.36,135.25,22.65,44.46,103,Ava Johnson,Other,Manchester,474,2025-03-19,Spring,London,Birmingham,Domestic
3878,2025-03-10,Completed,Web,210.98,147.88,20.43,42.67,67,Theo Patel,Other,Leeds,761,2025-12-31,Winter,London,Glasgow,Domestic
3879,2025-09-22,Completed,Web,115.08,80.61,33.46,1.01,2,Jacob Davies,Female,Newcastle,412,2025-01-16,Winter,London,Glasgow,Domestic
3880,2025-12-18,Completed,App,184.34,126.80,24.17,33.37,6,Taylor Baker,Male,Birmingham,485,2025-03-30,Spring,London,Manchester,Domestic
3881,2025-01-14,Completed,Web,112.53,72.21,19.22,21.10,112,Isla Walker,Other,Newcastle,697,2025-10-28,Autumn,London,Birmingham,Domestic
3882,2025-08-18,Completed,Web,150.96,107.76,32.54,10.66,73,Ella Wilson,Male,Newquay,779,2026-01-18,Winter,London,Manchester,Domestic
3883,2025-05-13,Cancelled,Web,145.34,102.03,29.11,14.20,99,Jordan Green,Female,Newcastle,660,2025-09-21,Autumn,London,Manchester,Domestic
3884,2025-09-29,Completed,Web,213.47,182.85,16.91,13.71,17,Emily Cooper,Male,Manchester,317,2025-11-13,Autumn,London,Birmingham,Domestic
3885,2025-03-09,Completed,Web,252.38,192.78,30.83,28.77,67,Theo Patel,Other,Leeds,656,2025-09-17,Autumn,Edinburgh,Manchester,Domestic
3886,2025-10-04,Cancelled,Web,160.44,96.51,26.25,37.68,92,Alex Brown,Male,Newquay,518,2025-05-02,Spring,London,Edinburgh,Domestic
3887,2025-10-25,Completed,Web,208.43,161.13,10.51,36.79,39,James Thompson,Other,Belfast,431,2025-02-04,Winter,London,Manchester,Domestic
3888,2025-09-19,Cancelled,Web,187.55,138.58,18.49,30.48,46,James Davies,Female,Newquay,713,2025-11-13,Autumn,London,Bristol,Domestic
3889,2026-01-24,Completed,Web,145.38,101.54,14.86,28.98,53,Sam Taylor,Male,London,504,2025-04-18,Spring,London,Birmingham,Domestic
3890,2026-01-01,Completed,Web,190.86,147.93,11.42,31.51,74,Mia Walker,Female,Jersey,313,2025-11-09,Autumn,London,Birmingham,Domestic
3891,2025-12-17,Completed,Agent,196.43,148.07,23.35,25.01,55,Cameron Wilson,Other,Birmingham,180,2025-06-29,Summer,Manchester,Newquay,Domestic
3892,2025-01-09,Completed,Web,232.59,193.36,15.87,23.36,49,Morgan Williams,Other,Edinburgh,588,2025-07-11,Summer,Birmingham,Newquay,Domestic
3893,2025-04-19,Completed,Web,123.59,76.30,12.62,34.67,84,Riley Wilson,Male,Glasgow,727,2025-11-27,Autumn,Belfast,Glasgow,Domestic
3894,2025-12-12,Completed,Web,176.19,154.36,15.78,6.05,16,Chris Adams,Other,Edinburgh,40,2025-02-09,Winter,London,Glasgow,Domestic
3895,2025-10-14,Cancelled,Web,240.35,182.72,23.08,34.55,91,Ethan Smith,Female,Glasgow,659,2025-09-20,Autumn,London,Glasgow,Domestic
